id,published_date,title,isbn,price
650,19/10/11 18:16,My Dearest Pochi 03,9.78602E+12,16500
651,19/10/11 18:17,Eighty Eight 02,9.78602E+12,16500
652,19/10/11 18:18,"Yona,The girl Standing in the Blush of Dawn 02",9.78602E+12,16500
653,19/10/11 18:19,"Love,Romance,and the World 03",9.78602E+12,16500
663,26/10/11 22:28,Ignite Wedge 02,9.78602E+12,16500
664,26/10/11 22:30,Bleach 43,9.78602E+12,16500
665,26/10/11 22:33,Samurai Force 01,9.78602E+12,16500
666,26/10/11 22:34,7 Centi!Love & Friendship 01,9.78602E+12,16500
667,26/10/11 22:36,7 Centi!Love & Friendship 02,9.78602E+12,16500
668,26/10/11 22:38,7 Centi!Love & Friendship 03,9.78602E+12,16500
669,26/10/11 22:38,Tabi and The Fellow Traveler 02,9.78602E+12,16500
670,26/10/11 22:40,Roman Club 01,9.78602E+12,16500
671,26/10/11 22:41,Spray King 03,9.78602E+12,16500
672,26/10/11 22:43,Tokyo Angel 02,9.78602E+12,16500
674,26/10/11 22:48,Intan Permata Rimba 04,9.78602E+12,16500
676,15/11/10 13:56,Cyboy 2,9.78979E+12,16500
681,20/11/10 23:15,Sky Blue Beach 2,9.78979E+12,16500
680,20/11/10 23:02,Rifle Girl,9.78979E+12,16500
683,20/11/10 23:35,Love So Life 2,9.78979E+12,16500
684,20/11/10 23:39,Shanimuni Go 32,9.78979E+12,16500
685,25/11/10 13:16,BATTLE BRAWLERS BAKUGAN 12,9.78979E+12,16500
688,25/11/10 13:59,GO! HIROMI GO!  VOL. 05,9.78979E+12,16500
689,02/11/11 20:50,Sable Prince 02,9.78602E+12,16500
690,02/11/11 20:51,Erementar gerad 01,9.78602E+12,16500
691,02/11/11 20:55,Love Sick 02,9.78602E+12,16500
692,02/11/11 20:56,Next To you 02,9.78602E+12,16500
696,02/11/11 21:02,XOL : The Exolight #2,9.78602E+12,16500
697,09/11/11 21:04,Mysterious Joker 05,9.78602E+12,16500
698,09/11/11 21:07,My Lovely Class Leader 05,9.78602E+12,16500
